# Dépenses fiscales (« niches ») — annexe Voies et Moyens tome II, PLF 2023.
#
# POURQUOI CE FICHIER : c'est la part de l'argent public qui « sort » sans
# bénéficiaire nominatif — l'État en connaît le coût PAR DISPOSITIF mais ne
# publie (et souvent ne connaît) aucun bénéficiaire ligne à ligne. Ce fichier
# alimente la décomposition de l'estimation affichée sur l'accueil.
#
# Source officielle : PLF 2023, Évaluation des Voies et Moyens tome II,
# publié sur data.economie.gouv.fr (dataset
# plf2023_voies_et_moyens_t2_liste_des_depenses_fiscales, XLSX joint,
# onglets « Chiffrages » et « Bénéficiaires » fusionnés par numéro).
# DERNIER MILLÉSIME MACHINE-READABLE : le PLF 2024 ne publie que la liste
# sans chiffrage, les PLF 2025-2026 uniquement des PDF (constat 2026-07-04).
#
# Montants en MILLIONS d'euros. Légende officielle : « - » = aucun effet,
# « ε » = < 0,5 M€, « nc » = non calculé. La colonne la plus complète est la
# réalisation 2021 (333 dispositifs chiffrés sur 465).
impot_categorie;sous_categorie;sous_sous_categorie;numero;libelle;chiffrage_2021_realisation_Meur;chiffrage_2022_prevision_Meur;chiffrage_2023_prevision_Meur;beneficiaires_nature;beneficiaires_nombre
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730222;Taux de 10% de TVA applicable pour les ventes et les livraisons à soi-même aux investisseurs dits « institutionnels » de logements locatifs intermédiaires situés dans des zones caractérisées par un déséquilibre important entre l’offre et la demande de logement , lorsqu’ils répondent à des critères de mixité avec des logements locatifs sociaux, ainsi que pour les livraisons de logements locatifs intermédiaires à l’association foncière logement, ou aux sociétés qu’elle contrôle, lorsqu’ils sont situés dans des quartiers ciblés de la politique de la ville ou à leur proximité;150;160;175;Ménages;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730223;Taux de 5,5% pour les travaux d'amélioration de la qualité énergétique des locaux à usage d'habitation achevés depuis plus de deux ans ainsi que sur les travaux induits qui leur sont indissociablement liés;1760;1910;2000;Entreprises;89350
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730224;Taux de 5,5 % pour les droits d’entrée aux réunions sportives;64;69;72;Entreprises;1900
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730226;Taux de 5,5 % applicable aux prestations de collecte séparée, de collecte en déchetterie, de tri et de valorisation matière des déchets des ménages et assimilés;82;84;86;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730227;Taux de 5,5 % dans le secteur social et médico-social;nc;nc;nc;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730228;Taux de 5,5 % applicable aux importations d’œuvres d’art, d’objets de collection, y compris en provenance d’autre État-membre de l’Union européenne et pour les livraisons d’œuvres d’art effectuées par leur auteur ou ses ayants droits – taux de 10 % applicable aux livraisons d’œuvres d’art effectuées à titre occasionnel par les personnes qui les ont utilisées pour les besoins de leurs exploitations et chez qui elles ont ouvert droit à déduction de la TVA;nc;nc;nc;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730230;Taux de 10 % applicable aux droits d’admission aux expositions, sites et installations à caractère culturel, ludique, éducatif et professionnel ainsi qu’aux loteries foraines;180;190;200;Entreprises;6550
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730231;Taux de 5,5 % applicable aux théâtres, cirques, concerts, spectacles de variété, sur les droits d’entrée dans les salles de cinéma et des parcs zoologiques;275;300;315;Entreprises;9650
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730232;Taux de 10 % applicable aux livraisons de bois de chauffage et produits de bois assimilés;157;173;182;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730233;Taux de 10 % applicable aux abonnements souscrits pour recevoir des services de télévision;345;375;390;Entreprises;82
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730301;Taux de 2,10 % applicable aux droits d'entrée des 140 premières représentations de certains spectacles;47;50;53;Entreprises;2040
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730302;Taux de 2,10 % applicable aux ventes d'animaux de boucherie et de charcuterie à des personnes non assujetties à la TVA;12;13;13;Entreprises;1700
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730305;Taux de 2,10 % applicable aux publications de presse;145;155;160;Entreprises;1520
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730306;Taux particuliers applicables à divers produits et services consommés ou utilisés en Corse;228;250;260;Entreprises;10000
Taxe sur la valeur ajoutée;Régimes particuliers;;740102;Franchise en base pour les avocats et les avocats au Conseil d'Etat et à la Cour de cassation dont le chiffre d'affaires n'excède pas la limite fixée au III de l'article 293 B du CGI;13;14;14;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Régimes particuliers;;740103;Franchise en base pour les auteurs et les interprètes des oeuvres de l'esprit dont le chiffre d'affaires n'excède pas la limite fixée au III de l'article 293 B du CGI;6;7;7;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Régimes particuliers;;740105;Franchise en base pour les activités lucratives accessoires des associations sans but lucratif lorsque les recettes correspondantes n'excèdent pas un seuil de chiffre d'affaires, indexé, chaque année, sur la prévision de l'indice des prix à la consommation, hors tabac, retenue dans le projet de loi de finances de l'année;175;175;175;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Exonérations;800117;Tarif réduit (nul) pour les produits énergétiques (hors gaz naturels et charbons) utilisés pour la navigation intérieure à des fins commerciales ou pour les besoins des autorités publiques;45;45;45;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Exonérations;800118;Tarif particulier (nul) pour divers gaz à usage combustible (gaz de houille, gaz à l'eau, gaz pauvres et gaz similaires);nc;nc;nc;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Exonérations;800119;Tarif réduit (nul) pour les produits énergétiques (hors gaz naturels et charbons) destinés aux moteurs d'aéronefs et de navires lorsqu'ils sont utilisés dans le cadre de la construction, du développement, de la mise au point, des essais ou de l'entretien des aéronefs et navires et de leurs moteurs;19;19;19;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800201;Tarif réduit des gazoles non routiers autre que celui utilisé pour les usages agricoles;1115;1115;1115;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800209;Tarif réduit (remboursement) pour les gazoles utilisés pour les engins à l’arrêt équipant les véhicules de transport de marchandises et les véhicules à usages spéciaux (dépanneuses, camions-grues…);0;0;0;Entreprises;0
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800210;Tarifs réduits pour les produits énergétiques (hors gaz naturels et charbons) utilisés dans les installations grandes consommatrices d’énergie et soumises au régime des quotas d’émission de gaz à effet de serre du dispositif ETS (niveau d'intensité énergétique au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);7;7;7;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800211;Tarif réduit pour les produits énergétiques (hors gaz naturels et charbons) utilisés dans les installations grandes consommatrices d’énergie exerçant une activité considérée comme fortement exposée à la concurrence internationale (niveau d'intensité énergétique au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);2;1;ε;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800212;Tarif particulier pour l'E10, carburant essence pouvant contenir jusqu’à 10 % d’éthanol;121;121;121;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800214;Tarif particulier pour le carburant ED95, carburant diesel comportant entre 90 % et 95 % d’éthanol;1;1;1;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800215;Tarif particulier pour le B100, carburant diesel synthétisé à partir d'acides gras;25;25;25;Entreprises;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800216;Tarif particulier pour le superéthanol  E85, carburant essence comprenant au moins 65 % d'éthanol;256;256;256;Entreprises et ménages;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800220;Tarif réduit (remboursement) pour les carburants utilisés par les taxis;46;45;45;Entreprises;27929
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800221;Tarif réduit (remboursement) pour les gazoles utilisés comme carburant par les véhicules routiers de transport de marchandises d'au moins 7,5 tonnes;1268;1247;1247;Entreprises;30341
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800222;Tarif réduit (remboursement) pour les gazoles utilisés comme carburant des véhicules de transport public collectif de voyageurs;155;153;153;Entreprises;1560
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800224;Tarif réduit (remboursement) pour les gazoles utilisés dans les massifs montagneux pour le damage des pistes et le déneigement des voies ouvertes à la circulation publique;-;-;-;Entreprises;0
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800225;Tarif réduit pour les gazoles utilisés pour le transport ferroviaire de personnes ou de marchandises sur le réseau ferré national;-;-;-;Entreprises;0
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800226;Tarif réduit pour les gazoles utilisés pour réaliser des travaux statiques ou de terrassement pour les besoins de certaines activités extractives soumises à une forte concurrence internationale (niveau d'intensité énergétique de l'entreprise au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);-;-;-;Entreprises;0
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800227;Tarif réduit pour les gazoles utilisés pour réaliser des travaux statiques ou de terrassement pour les besoins de l'activité de manutention portuaire dans les ports maritimes et certains ports fluviaux exposés à la concurrence internationale (niveau d'intensité énergétique de l'entreprise au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);-;-;-;Entreprises;0
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800228;Minoration de tarif  pour les essences commercialisées en Corse;1;1;1;Entreprises et ménages;Non déterminé
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Tarifs réduits;800229;Tarif réduit (remboursement) pour les gazoles, les fiouls lourds et les gaz de pétrole liquéfiés utilisés pour les travaux agricoles et forestiers;1351;1351;1351;Entreprises;137476
Accise sur les énergies;Produits énergétiques autres que les gaz naturels et les charbons;Dispositions diverses;800401;Réduction du champ de l'accise sur les produits énergétiques à usage carburants, dans les collectivités régies par l'article 73 de la Constitution, aux seuls essences et gazoles et faculté pour ces collectivités de minorer les tarifs;1511;1511;1511;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820201;Tarifs réduits pour l'électricité consommée par les installations industrielles exploitées par des entreprises electro-intensives relevant de secteurs fortement exposés à la concurrence internationale (niveau d'électro-intensité au moins égal à 0,5 %);228;19;0;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820202;Tarif réduit pour l’électricité consommée par les installations hyperélectro-intensives (niveau d'électro-intensité au moins égal à 13,5 %);92;8;0;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820203;Tarif réduit pour l’électricité consommée par les installations industrielles situées au sein de sites industriels électro-intensifs ou d'entreprises industrielles électro-intensives;1068;89;0;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820204;Tarif réduit pour l’électricité consommée par les transports collectifs ferroviaires et routiers (train, métro, tramway, câble, autobus hybride rechargeable et électrique, trolleybus);196;16;0;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820205;Tarif réduit pour l’électricité consommée par les exploitants d'aérodromes électro-intensifs ouverts à la circulation aérienne publique (niveau d'électro-intensivité au moins égal à 0,5%);4;ε;0;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820206;Tarif réduit pour l’électricité consommée par les centres de stockage de données numériques performants sur le plan énergétique;22;2;0;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820207;Tarif réduit pour l’électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires utilisés à des fins commerciales ou pour les besoins des autorités publiques;ε;ε;0;Entreprises;Non déterminé
Accise sur les énergies;Électricité;Tarifs réduits;820208;Tarif réduit pour l'électricité consommée pour les besoins de l'activité de manutention portuaire dans les ports maritimes et certains ports fluviaux exposés à la concurrence internationale (niveau d'intensité énergétique au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);-;-;0;Entreprises;0
Accise sur les énergies;Électricité;Tarifs réduits;820209;Tarif réduit pour l'électricité fournie aux aéronefs lors de leur stationnement dans les aérodromes ouverts à la circulation aérienne publique;-;-;0;Entreprises;0
Accise sur les énergies;Gaz naturels;Exonérations;830101;Tarif particulier (nul) de l'usage combustible du biogaz non injecté dans le réseau de gaz naturel;3;3;3;Entreprises;Non déterminé
Accise sur les énergies;Gaz naturels;Tarifs réduits;830201;Tarif réduit pour les gaz naturels consommés comme combustible dans les installations grandes consommatrices d’énergie et soumises au régime des quotas d’émission de gaz à effet de serre du dispositif ETS (niveau d'intensité énergétique au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);432;432;432;Entreprises;Non déterminé
Accise sur les énergies;Gaz naturels;Tarifs réduits;830202;Tarif réduit pour les gaz naturels consommés comme combustible dans les installations grandes consommatrices d'énergie exerçant une activité considérée comme fortement exposée à la concurrence internationale (niveau d'intensité énergétique au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);98;98;98;Entreprises;Non déterminé
Accise sur les énergies;Gaz naturels;Tarifs réduits;830203;Tarif réduit sur les gaz naturels consommés comme combustibles pour les besoins de la déshydratation de légumes et plantes aromatiques;1;1;1;Entreprises;Non déterminé
Accise sur les énergies;Gaz naturels;Tarifs réduits;830204;Tarif réduit (remboursement) pour les gaz naturels utilisés comme carburants ou combustibles pour les travaux agricoles et forestiers;8;8;8;Entreprises;596
Accise sur les énergies;Charbons;Exonérations;840101;Tarif réduit (nul) pour les charbons consommés pour les besoins de la valorisation de la biomasse par les entreprises soumises au régime des quotas d'émision de gaz à effet de serre du dispositif ETS (ou à un dispositif poursuivant des objectifs équivalents) et dont les achats de combustibles et d'électricité utilisés pour cette valorisation représentent au moins 3 % de leur valeur de production;14;14;14;Entreprises;Non déterminé
Accise sur les énergies;Charbons;Tarifs réduits;840201;Tarif réduit pour les charbons consommés dans les installations grandes consommatrices d’énergie et soumises au régime des quotas d’émission de gaz à effet de serre du dispositif ETS (niveau d'intensité énergétique au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);30;30;30;Entreprises;Non déterminé
Accise sur les énergies;Charbons;Tarifs réduits;840202;Tarif réduit pour les charbons consommés dans les installations grandes consommatrices d'énergie exerçant une activité considérée comme fortement exposée à la concurrence internationale;0;0;0;Entreprises;0
Autres droits;Taxes sur le chiffre d'affaires des opérateurs du secteur audiovisuel et de communications électroniques;Taxe sur services fournis par les opérateurs de communications électroniques (TOCÉ);920301;Exclusion de l’assiette de la TOCE des dotations aux amortissements afférents aux matériels et équipements acquis pour les besoins des infrastructures et des réseaux de communications électroniques;15;15;15;Entreprises;Non déterminé
Autres droits;Taxe annuelle sur les véhicules lourds de transport de marchandises;Exonérations;930101;Exonération pour les véhicules utilisés pour certains services publiques et missions d'intérêt général (la défense nationale, la protection civile, la lutte contre les incendies, les secours, le maintien de l’ordre et l’entretien des voies de circulation);-;nc;nc;Entreprises;0
Autres droits;Taxe annuelle sur les véhicules lourds de transport de marchandises;Exonérations;930102;Exonération pour les véhicules de collection;-;nc;nc;Entreprises et ménages;0
Autres droits;Taxe annuelle sur les véhicules lourds de transport de marchandises;Exonérations;930103;Exonération pour les véhicules utilisés pour les besoins des jeux et manèges forains, des cirques, des centres équestres et des récoltes agricoles;-;nc;nc;Entreprises et ménages;0
Autres droits;Taxe sur la masse en ordre de marche sur les véhicules de tourisme;Exonérations;940101;Exonération pour les véhicules accessibles en fauteuil roulant et pour les véhicules acquis par les personnes titulaires d'une carte d'invalidité;-;ε;ε;Ménages;0
Autres droits;Taxe sur la masse en ordre de marche sur les véhicules de tourisme;Exonérations;940102;Exonération pour les véhicules dont la source d’énergie est exclusivement l'électricité, l'hydrogène ou une combinaison des deux;-;ε;ε;Entreprises et ménages;0
Autres droits;Taxe sur la masse en ordre de marche sur les véhicules de tourisme;Exonérations;940103;Exonération pour les véhicules de tourisme pour les véhicules hybrides électriques présentant une autonomie en mode tout électrique supérieure à 50 km;-;ε;ε;Entreprises et ménages;0
Autres droits;Taxe sur la masse en ordre de marche sur les véhicules de tourisme;Dispositions diverses;940201;Réduction de la masse en ordre de marche, prise en compte dans le tarif de la taxe, à hauteur de 200 kg par enfant à charge ou accueilli au titre de l’aide sociale, lorsque le nombre d’enfants au sein du foyer fiscal est d’au moins trois;-;1;1;Ménages;0
Autres droits;Taxe sur la masse en ordre de marche sur les véhicules de tourisme;Dispositions diverses;940202;Réduction de la masse en ordre de marche, prise en compte dans le tarif de la taxe, à hauteur de 400 kg pour les véhicules comportant au moins huit places assises dont disposent les personnes morales;-;ε;ε;Entreprises;0
Autres droits;Taxe sur la masse en ordre de marche sur les véhicules de tourisme;Dispositions diverses;940203;Minoration du montant de la taxe de manière à ce que, cumulé avec le malus CO2, il n’excède pas le montant maximal dudit malus;-;nc;nc;Entreprises et ménages;0
Autres droits;Contribution à l'audiovisuel public;;950101;Dégrèvement en faveur des personnes de condition modeste;620;-;-;Ménages;4574400
Autres droits;Contribution à l'audiovisuel public;;950102;"Dégrèvement en faveur des personnes de condition modeste au titre des ""droits acquis""";7;-;-;Ménages;53700
Autres droits;Contribution à l'audiovisuel public;;950103;Dégrèvement en cas de décès du fait d'actes de terrorisme;ε;-;-;Ménages;Non déterminé
Autres droits;Malus CO2 sur les véhicules de tourisme;;970102;Exonération  pour les véhicules accessibles en fauteuil roulant et pour les véhicules acquis par les personnes titulaires d'une carte d'invalidité;nc;nc;nc;Ménages;Non déterminé
Autres droits;Malus CO2 sur les véhicules de tourisme;;970103;Réduction des émissions de CO2, ou de la puissance administrative, prises en compte dans le barème du malus à hauteur de 40 %, ou de deux CV, pour certains véhicules de tourisme dont la source d'énergie comprend le superéthanol E85;ε;ε;ε;Entreprises et ménages;63
Autres droits;Malus CO2 sur les véhicules de tourisme;;970104;Réduction des émissions, ou de la puissance administrative, prises en compte dans le barème du malus à hauteur de 20 grammes par kilomètre, ou d'un CV, par enfant à charge ou accueilli au titre de l’aide sociale, lorsque le nombre d’enfants au sein du foyer fiscal est d’au moins trois;14;12;12;Ménages;3412
Autres droits;Malus CO2 sur les véhicules de tourisme;;970105;Réduction des émissions, ou de la puissance administrative, prises en compte dans le barème du malus à hauteur de 80 grammes par kilomètre, ou de 4 CV, pour les véhicules comportant au moins 8 places assises dont disposent les personnes morales;nc;nc;nc;Entreprises;Non déterminé
Autres droits;Malus CO2 sur les véhicules de tourisme;;970106;Plafonnement à 50 % du prix des véhicules;-;nc;nc;Entreprises et ménages;0
Autres droits;Composantes de la taxe générale sur les activités polluantes;Déductions d'assiette;990101;"Déductibilité de la composante ""émissions dans l'air"" des contributions ou dons de toute nature versés aux associations agréées de surveillance de la qualité de l’air";25;25;25;Entreprises;513
Autres droits;Composantes de la taxe générale sur les activités polluantes;Tarifs réduits;990201;"Tarif réduit de la composante ""déchets"" pour la réception de résidus à haut pouvoir calorifique issus des opérations de tri performantes dans une installation de valorisation énergétique dont le rendement excède 0,7";3;3;3;Entreprises;5
Autres droits;Composantes de la taxe générale sur les activités polluantes;Tarifs réduits;990202;Tarifs réduits de la composante « déchets » pour les collectivités d'outre-mer relevant de l'article 73 de la Constitution;14;18;18;Entreprises;6
Autres droits;Composantes de la taxe générale sur les activités polluantes;Exonérations;990301;Exonération des réceptions de déchets non dangereux par les installations de co-incinération;6;6;6;Entreprises;8
